Imputation,Mechanism,Model,Metric,Fold,Value,SE,CI_Lower,CI_Upper
MIDA,mnar,RSF,C-index (CV),6,0.7524271844660194,,,
MIDA,mnar,RSF,C-index (CV),7,0.7620967741935484,,,
MIDA,mnar,RSF,C-index (CV),8,0.978021978021978,,,
MIDA,mnar,RSF,C-index (CV),9,0.8333333333333334,,,
MIDA,mnar,RSF,C-index (CV),10,0.9707317073170731,,,
MIDA,mnar,RSF,C-index (Test),Test,0.8725490196078431,,,
MIDA,mnar,RSF,IBS (Test),Test,0.057363824031978566,,,
MIDA,mnar,XGBoost,C-index (CV),1,0.8766666666666667,,,
MIDA,mnar,XGBoost,C-index (CV),2,0.9212598425196851,,,
MIDA,mnar,XGBoost,C-index (CV),3,0.6018518518518519,,,
MIDA,mnar,XGBoost,C-index (CV),4,0.9022988505747126,,,
MIDA,mnar,XGBoost,C-index (CV),5,0.6594982078853047,,,
MIDA,mnar,XGBoost,C-index (CV),6,0.7087378640776699,,,
MIDA,mnar,XGBoost,C-index (CV),7,0.7701612903225806,,,
MIDA,mnar,XGBoost,C-index (CV),8,0.9340659340659341,,,
MIDA,mnar,XGBoost,C-index (CV),9,0.8066666666666666,,,
MIDA,mnar,XGBoost,C-index (CV),10,0.975609756097561,,,
MIDA,mnar,XGBoost,C-index (Test),Test,0.8529411764705882,,,
MIDA,mnar,GradientBoosting,C-index (CV),1,0.7766666666666666,,,
MIDA,mnar,GradientBoosting,C-index (CV),2,0.7893700787401575,,,
MIDA,mnar,GradientBoosting,C-index (CV),3,0.48842592592592593,,,
MIDA,mnar,GradientBoosting,C-index (CV),4,0.6982758620689655,,,
MIDA,mnar,GradientBoosting,C-index (CV),5,0.6845878136200717,,,
MIDA,mnar,GradientBoosting,C-index (CV),6,0.6116504854368932,,,
MIDA,mnar,GradientBoosting,C-index (CV),7,0.7600806451612904,,,
MIDA,mnar,GradientBoosting,C-index (CV),8,0.945054945054945,,,
MIDA,mnar,GradientBoosting,C-index (CV),9,0.82,,,
MIDA,mnar,GradientBoosting,C-index (CV),10,0.9560975609756097,,,
MIDA,mnar,GradientBoosting,C-index (Test),Test,0.8529411764705882,,,
MIDA,mnar,GradientBoosting,IBS (Test),Test,0.05594343021732596,,,
MIDA,mnar,DeepSurv,C-index (CV),1,0.77,,,
MIDA,mnar,DeepSurv,C-index (CV),2,0.7834645669291339,,,
MIDA,mnar,DeepSurv,C-index (CV),3,0.6527777777777778,,,
MIDA,mnar,DeepSurv,C-index (CV),4,0.9712643678160919,,,
MIDA,mnar,DeepSurv,C-index (CV),5,0.7634408602150538,,,
MIDA,mnar,DeepSurv,C-index (CV),6,0.8543689320388349,,,
MIDA,mnar,DeepSurv,C-index (CV),7,0.7338709677419355,,,
MIDA,mnar,DeepSurv,C-index (CV),8,0.978021978021978,,,
MIDA,mnar,DeepSurv,C-index (CV),9,0.94,,,
MIDA,mnar,DeepSurv,C-index (CV),10,0.9707317073170731,,,
MIDA,mnar,DeepSurv,C-index (Test),Test,0.9281045751633987,,,
missForest,full,RSF,C-index (CV),1,0.7792207792207793,,,
missForest,full,RSF,C-index (CV),2,0.8415841584158416,,,
missForest,full,RSF,C-index (CV),3,0.9467455621301775,,,
missForest,full,RSF,C-index (CV),4,0.6702127659574468,,,
missForest,full,RSF,C-index (CV),5,0.6909090909090909,,,
missForest,full,RSF,C-index (CV),6,0.8863636363636364,,,
missForest,full,RSF,C-index (CV),7,0.9238095238095239,,,
missForest,full,RSF,C-index (CV),8,0.9141104294478528,,,
missForest,full,RSF,C-index (CV),9,0.71875,,,
missForest,full,RSF,C-index (CV),10,0.726027397260274,,,
missForest,full,RSF,C-index (Test),Test,0.7103825136612022,,,
missForest,full,RSF,IBS (Test),Test,0.10876732113863122,,,
missForest,full,XGBoost,C-index (CV),1,0.8051948051948052,,,
missForest,full,XGBoost,C-index (CV),2,0.8217821782178217,,,
missForest,full,XGBoost,C-index (CV),3,0.9940828402366864,,,
missForest,full,XGBoost,C-index (CV),4,0.4787234042553192,,,
missForest,full,XGBoost,C-index (CV),5,0.6909090909090909,,,
missForest,full,XGBoost,C-index (CV),6,0.7840909090909091,,,
missForest,full,XGBoost,C-index (CV),7,0.7047619047619048,,,
missForest,full,XGBoost,C-index (CV),8,0.9447852760736196,,,
missForest,full,XGBoost,C-index (CV),9,0.671875,,,
missForest,full,XGBoost,C-index (CV),10,0.773972602739726,,,
missForest,full,XGBoost,C-index (Test),Test,0.5846994535519126,,,
missForest,full,GradientBoosting,C-index (CV),1,0.8181818181818182,,,
missForest,full,GradientBoosting,C-index (CV),2,0.806930693069307,,,
missForest,full,GradientBoosting,C-index (CV),3,0.9526627218934911,,,
missForest,full,GradientBoosting,C-index (CV),4,0.5851063829787234,,,
missForest,full,GradientBoosting,C-index (CV),5,0.6909090909090909,,,
missForest,full,GradientBoosting,C-index (CV),6,0.8901515151515151,,,
missForest,full,GradientBoosting,C-index (CV),7,0.819047619047619,,,
missForest,full,GradientBoosting,C-index (CV),8,0.7269938650306749,,,
missForest,full,GradientBoosting,C-index (CV),9,0.7734375,,,
missForest,full,GradientBoosting,C-index (CV),10,0.8321917808219178,,,
missForest,full,GradientBoosting,C-index (Test),Test,0.7950819672131147,,,
missForest,full,GradientBoosting,IBS (Test),Test,0.12693852834591943,,,
missForest,full,DeepSurv,C-index (CV),1,0.8571428571428571,,,
missForest,full,DeepSurv,C-index (CV),2,0.8712871287128713,,,
missForest,full,DeepSurv,C-index (CV),3,0.8224852071005917,,,
missForest,full,DeepSurv,C-index (CV),4,0.6170212765957447,,,
missForest,full,DeepSurv,C-index (CV),5,0.6636363636363637,,,
missForest,full,DeepSurv,C-index (CV),6,0.8522727272727273,,,
missForest,full,DeepSurv,C-index (CV),7,0.8476190476190476,,,
missForest,full,DeepSurv,C-index (CV),8,0.8466257668711656,,,
missForest,full,DeepSurv,C-index (CV),9,0.5546875,,,
missForest,full,DeepSurv,C-index (CV),10,0.773972602739726,,,
missForest,full,DeepSurv,C-index (Test),Test,0.6885245901639344,,,
